,smiles,FDA_APPROVED,CT_TOX
610,COC1:C:C:C2:C(:C:1)[C@]13CCCC[C@@H]1[C@H](C2)[NH+](C)CC3,1,0
611,C[NH+]1CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,1,0
612,COC1:C:C:C2:C3:C:1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)[NH+](C)CC[C@]314,1,0
613,C[NH+]1CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1,0
614,COC1:C:C:C2:C3:C:1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)[NH+](C)CC[C@]314,1,0
615,C[NH+]1CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,1,0
616,COC1:C:C:C2:C3:C:1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)[NH+](C)CC[C@]314,1,0
617,C[NH+]1CC[C@]23CCCC[C@H]2[C@H]1CC1:C:C:C(O):C:C:13,1,0
618,C[NH+]1CCC(CN2C3:C:C:C:C:C:3SC3:C:C:C:C:C:32)C1,1,0
619,C[NH+]1CCC(=C2C3:C:C:C:C:C:3CC(=O)C3:S:C:C:C:32)CC1,1,0
620,C[NH+]1CCC(=C2C3:C:C:C:C:C:3C=CC3:C:C:C:C:C:32)CC1,1,0
621,C[NH+]1CCC(=C2C3:C:C:C:C:C:3CCC3:C:C:C:N:C:32)CC1,1,0
622,C[NH+]1CCC(=C2C3:C:C:C:C:C:3CCN3:C(C=O):C:[NH+]:C:32)CC1,1,0
623,COC1:C:C2:C(NC3:C:C:C(Br):C:C:3F):N:C:N:C:2:C:C:1OCC1CC[NH+](C)CC1,1,0
624,C[NH+]1CCC(OC(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)CC1,1,0
625,COC1:C:C2:C3:C:C:1OC1:C:C(:C:C:C:1O)C[C@@H]1C4:C(:C:C(OC):C(O):C:4OC4:C:C:C(:C:C:4)C[C@@H]3[NH+](C)CC2)CC[N+]1(C)C,1,0
626,C[NH+]1CCC2:C:C:C:C3:C:2[C@H]1CC1:C:C:C(O):C(O):C:13,1,0
627,C[NH+]1CCC[C@@H]1CC1:C:[NH]:C2:C:C:C(CCS(=O)(=O)C3:C:C:C:C:C:3):C:C:1:2,1,0
628,C[NH+]1CCC[C@H]1C1:C:C:C:N:C:1,1,0
629,C[NH+]1CCCC(CC2C3:C:C:C:C:C:3SC3:C:C:C:C:C:32)C1,1,0
630,C[NH+]1CCCC(N2:N:C(CC3:C:C:C(Cl):C:C:3):C3:C:C:C:C:C:3:C:2=O)CC1,1,0
631,C[NH+]1CCCCC1CCN1C2:C:C:C:C:C:2SC2:C:C:C(S(C)=O):C:C:21,1,0
632,CSC1:C:C:C2:C(:C:1)N(CCC1CCCC[NH+]1C)C1:C:C:C:C:C:1S2,1,0
633,C[NH+]1CCN(C(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)CC1,1,0
634,C[NH+]1CCN(C(=O)O[C@H]2C3:N:C:C:N:C:3C(=O)N2C2:C:C:C(Cl):C:N:2)CC1,1,0
635,C[NH+]1CCN(C2=[NH+]C3:C:C(Cl):C:C:C:3NC3:C:C:C:C:C:32)CC1,1,0
636,C[NH+]1CCN(C2=[NH+]C3:C:C:C:C:C:3OC3:C:C:C(Cl):C:C:32)CC1,1,0
637,CN(C)S(=O)(=O)C1:C:C:C2:C(:C:1)/C(=C\CCN1CC[NH+](C)CC1)C1:C:C:C:C:C:1S2,1,0
638,C[NH+]1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(C(F)(F)F):C:C:32)CC1,1,0
639,C[NH+]1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(Cl):C:C:32)CC1,1,0
640,C[NH+]1CCN2C3:N:C:C:C:C:3CC3:C:C:C:C:C:3C2C1,1,0
641,C[NH2+]/C(=C\[N+](=O)[O-])NCCSCC1:C:C:C(C[NH+](C)C):O:1,1,0
642,C[NH2+][C@@H]1CCC2:[NH]:C3:C:C:C(C(N)=O):C:C:3:C:2C1,1,0
643,C[NH2+][C@H]1CC[C@@H](C2:C:C:C(Cl):C(Cl):C:2)C2:C:C:C:C:C:21,1,0
644,C[NH2+]C1(C2:C:C:C:C:C:2Cl)CCCCC1=O,1,0
645,C[NH2+]C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1,0
646,C[NH2+]C[C@H](O)C1:C:C:C(O):C(O):C:1,1,0
647,C[NH2+]C[C@H](O)C1:C:C:C:C(O):C:1,1,0
648,C[NH2+]CC[C@H](OC1:C:C:C:C2:C:C:C:C:C:1:2)C1:C:C:C:S:1,1,0
649,C[NH2+]CCC(OC1:C:C:C(C(F)(F)F):C:C:1)C1:C:C:C:C:C:1,1,0
650,C[NH2+]CCCC12CCC(C3:C:C:C:C:C:31)C1:C:C:C:C:C:12,1,0
651,C[NH2+]CCCC1C2:C:C:C:C:C:2C=CC2:C:C:C:C:C:21,1,0
652,C[NH2+]CCCN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1,0
653,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](C3:C:C:C(N(C)C):C:C:3)C[C@@]21C,1,0
654,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)[O-])C[C@H]2C[C@H]1O,1,0
655,CC#CCN1:C(N2CCC[C@@H]([NH3+])C2):N:C2:C:1:C(=O):N(CC1:N:C(C):C3:C:C:C:C:C:3:N:1):C(=O):N:2C,1,0
656,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](CC2:C:C:C:C:C:2)C(=O)[O-])CC1,1,0
657,CC(/N=C(\NC#N)NC1:C:C:[NH+]:C:C:1)C(C)(C)C,1,0
658,COC1:C:C:C(OC):C(C(O)C(C)[NH3+]):C:1,1,0
659,CC(O)C(=O)[O-],1,0
660,CC([NH2+]C(C)(C)C)C(=O)C1:C:C:C:C(Cl):C:1,1,0
661,CC(S)C(=O)NCC(=O)[O-],1,0
662,CC(O)C(=O)O.CN1CCN(C2:C:C:C3:C(:C:2)N/C(=C2/C(=O)N=C4:C:C:C:C(F):C:4=C2N)N3)CC1.O,0,1
663,CC(C)(S)[C@@H]([NH3+])C(=O)[O-],1,0
664,CC(C)(C#N)C1:C:C(CN2:C:N:C:N:2):C:C(C(C)(C)C#N):C:1,1,0
665,CC(C)(C#N)C1:C:C(CN2:C:N:C:N:2):C:C(C(C)(C)C#N):C:1,0,1
666,CN1:C(=O):N(C2:C:C:C(C(C)(C)C#N):C:C:2):C2:C3:C:C(C4:C:N:C5:C:C:C:C:C:5:C:4):C:C:C:3:N:C:C:2:1,0,1
667,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3:C:C:C:C:C:3)CS[C@H]12)C1:C:S:C(N):N:1)C(=O)[O-],1,0
668,CC(C)(OC1:C:C:C(C(=O)C2:C:C:C(Cl):C:C:2):C:C:1)C(=O)[O-],1,0
669,CC(C)(OC1:C:C:C(C(=O)C2:C:C:C(Cl):C:C:2):C:C:1)C(=O)NCCS(=O)(=O)[O-],1,0
670,COC(=O)N[C@H](C(=O)N[C@@H](CC1:C:C:C:C:C:1)[C@@H](O)CN(CC1:C:C:C(C2:C:C:C:C:N:2):C:C:1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,1,1
671,CC(C)(C)[NH2+]C[C@H](O)C1:C:C:C(O):C(CO):C:1,1,0
672,CC(C)(C)[NH2+]C[C@H](O)COC1:N:S:N:C:1N1CCOCC1,1,0
673,CC(C)(C)[NH2+]C[C@H](O)COC1:C:C:C:C2:C:1CCCC2=O,1,0
674,CC(C)(C)[NH2+]C[C@H](O)COC1:C:C:C:C:C:1C1CCCC1,1,0
675,CC(C)(C)[NH2+]CC(O)C1:C:C(O):C:C(O):C:1,1,0
676,CC(C)(C)[NH2+]CC(O)C1:C:C:C(O):C(CO):C:1,1,0
677,CC(C)(C)[NH2+]CC(O)C1:C:C:C(O):C(CO):N:1,1,0
678,CC(C)(C)[NH2+]CC(O)COC1:C:C:C:C2:C:1C[C@H](O)[C@H](O)C2,1,0
679,CC(C)(C)[NH2+]CC(O)COC1:C:C:C:C2:C:1CCC(=O)N2,1,0
680,CN(C)C1:C:C(NC(=O)C[NH2+]C(C)(C)C):C([O-]):C2:C:1C[C@H]1C[C@H]3[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C([O-])=C1C2=O,1,0
681,C[NH+](C/C=C/C#CC(C)(C)C)CC1:C:C:C:C2:C:C:C:C:C:1:2,1,0
682,C[NH2+]CC(O)C1:C:C:C(OC(=O)C(C)(C)C):C(OC(=O)C(C)(C)C):C:1,1,0
683,CC(C)(C)C(=O)OCOP(=O)(COCCN1:C:N:C2:C(N):N:C:N:C:2:1)OCOC(=O)C(C)(C)C,1,1
684,CC(C)(SC1:C:C(C(C)(C)C):C(O):C(C(C)(C)C):C:1)SC1:C:C(C(C)(C)C):C(O):C(C(C)(C)C):C:1,1,0
685,COC1:C:C:C(C(=O)CC(=O)C2:C:C:C(C(C)(C)C):C:C:2):C:C:1,1,0
686,CC(C)(C)C1:C:C:C(C[NH+]2CCN(C(C3:C:C:C:C:C:3)C3:C:C:C(Cl):C:C:3)CC2):C:C:1,1,0
687,COC1:C:C:C:C:C:1OC1:C([N-]S(=O)(=O)C2:C:C:C(C(C)(C)C):C:C:2):N:C(C2:N:C:C:C:N:2):N:C:1OCCO,1,0
688,CC(C)(C)CC(C)(C)C1:C:C:C(O):C:C:1,1,0
689,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[NH+]1C[C@@H](O)[C@H](CC1:C:C:C:C:C:1)NC(=O)[C@H](CC(N)=O)NC(=O)C1:C:C:C2:C:C:C:C:C:2:N:1,1,0
690,CC(C)(C)NC(=O)[C@@H]1CN(CC2:C:C:C:N:C:2)CC[NH+]1C[C@@H](O)C[C@@H](CC1:C:C:C:C:C:1)C(=O)N[C@H]1C2:C:C:C:C:C:2C[C@H]1O,1,0
691,CC(C)(C(=O)[O-])C1:C:C:C(C(O)CCC[NH+]2CCC(C(O)(C3:C:C:C:C:C:3)C3:C:C:C:C:C:3)CC2):C:C:1,1,0
692,CC(C)(O)C1:C:C:C:C:C:1CC[C@@H](SCC1(CC(=O)[O-])CC1)C1:C:C:C:C(/C=C/C2:C:C:C3:C:C:C(Cl):C:C:3:N:2):C:1,1,0
693,CC(C)(C(=O)C1:C:C:C:N:C:1)C1:C:C:C:N:C:1,1,0
694,CC(C)([NH3+])CC1:C:C:C(Cl):C:C:1,1,0
695,C[NH2+]C(C)(C)CC1:C:C:C:C:C:1,1,0
696,CC(C)([NH3+])CC1:C:C:C:C:C:1,1,0
697,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-],1,0
698,CC(C)(CO)[C@@H](O)C(=O)NCCCO,1,0
699,CC(C)/[NH+]=C(N)/[NH+]=C(\N)NC1:C:C:C(Cl):C:C:1,1,0
700,CC(C)/N=C1\C:C2:N(C3:C:C:C(Cl):C:C:3):C3:C:C:C:C:C:3:N:C2:C:C:1NC1:C:C:C(Cl):C:C:1,1,0
701,CC(C)[C@H]([NH3+])C(=O)OCC(CO)OCN1:C:N:C2:C(=O):N:C(N):[NH]:C:2:1,1,0
702,CC(C)[C@H]([NH3+])C(=O)OCCOCN1:C:N:C2:C(=O):[NH]:C(N):N:C:2:1,1,0
703,CC(C)[C@H](N)C(=O)OCCOCN1:C:N:C2:C(=O):N:C(N):[NH]:C:2:1,0,1
704,COCCCOC1:C:C(C[C@@H](C[C@H]([NH3+])[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C):C:C:C:1OC,1,0
705,CC(C)[C@@]1(C(=O)N[C@H]2CC(=O)O[C@]2(O)CF)CC(C2:N:C:C:C3:C:C:C:C:C:2:3)=NO1,0,1
706,CC(C)[N+](C)(CCC(C(N)=O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1)C(C)C,1,0
707,CC(C)[N+](C)(CCOC(=O)C1C2:C:C:C:C:C:2OC2:C:C:C:C:C:21)C(C)C,1,0
708,CC(C)[N+]1(C)[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)C1:C:C:C:C:C:1)C2,1,0
709,CC(C)[NH+](CCC(C(N)=O)(C1:C:C:C:C:C:1)C1:C:C:C:C:N:1)C(C)C,1,0
710,CC(C)[NH+]1CCN(C2:C:C:C(OC[C@H]3CO[C@](CN4:C:N:C:N:4)(C4:C:C:C(Cl):C:C:4Cl)O3):C:C:2)CC1,1,0
711,CC(C)[NH2+]C(C)CC1:C:C:C([123I]):C:C:1,1,0
712,CC(C)[NH2+]C[C@H](O)COC1:C:C:C(CCOCC2CC2):C:C:1,1,0
713,CC(C)[NH2+]CC(O)C1:C:C(O):C:C(O):C:1,1,0
714,CC(C)[NH2+]CC(O)C1:C:C:C(O):C(O):C:1,1,0
715,CC(C)[NH2+]CC(O)C1:C:C:C(NS(C)(=O)=O):C:C:1,1,0
716,CC(C)[NH2+]CC(O)COC1:C:C:C(CC(N)=O):C:C:1,1,0
717,COC(=O)CCC1:C:C:C(OCC(O)C[NH2+]C(C)C):C:C:1,1,0
718,COCCC1:C:C:C(OCC(O)C[NH2+]C(C)C):C:C:1,1,0
719,CC(C)[NH2+]CC(O)COC1:C:C:C(CCOCC2CC2):C:C:1,1,0
720,CC(C)[NH2+]CC(O)COC1:C:C:C(COCCOC(C)C):C:C:1,1,0
721,CC(C)[NH2+]CC(O)COC1:C:C:C:C2:[NH]:C:C:C:1:2,1,0
722,CC(C)[NH2+]CC(O)COC1:C:C:C:C2:C:C:C:C:C:1:2,1,0
723,C=CCOC1:C:C:C:C:C:1OCC(O)C[NH2+]C(C)C,1,0
724,CC(C)[NH2+]CC1CCC2:C:C(CO):C([N+](=O)[O-]):C:C:2N1,1,0
725,CC(C)[NH2+]CCCC1(C(N)=O)C2:C:C:C:C:C:2C2:C:C:C:C:C:21,1,0
726,COC1:C:C:C(CC[NH+](C)CCCC(C#N)(C2:C:C:C(OC):C(OC):C:2)C(C)C):C:C:1OC,1,0
727,CC(C)C(=O)NC1:C:C:C([N+](=O)[O-]):C(C(F)(F)F):C:1,1,0
728,CC(OC(=O)NCC1(CC(=O)[O-])CCCCC1)OC(=O)C(C)C,1,0
729,CC(C)C(=O)OC1:C:C:C(CO):C:C:1[C@H](CC[NH+](C(C)C)C(C)C)C1:C:C:C:C:C:1,1,0
730,COCC1:C(C(C)C):N:C(C(C)C):C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-]):C:1C1:C:C:C(F):C:C:1,1,0
731,CC(C)C1:C(C(=O)NC2:C:C:C:C:C:2):C(C2:C:C:C:C:C:2):C(C2:C:C:C(F):C:C:2):N:1CC[C@@H](O)C[C@@H](O)CC(=O)[O-],1,0
732,CC(C)C1:N:C(N(C)S(C)(=O)=O):N:C(C2:C:C:C(F):C:C:2):C:1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-],1,0
733,CC(C)C1:C:C:C2:O:C3:N:C(N):C(C(=O)[O-]):C:C:3:C(=O):C:2:C:1,1,0
734,CC(C)C1:C:C:C:C(C(C)C):C:1NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-],1,0
735,CC(C)C1:C:C:C:C(C(C)C):C:1O,1,0
736,CC(C)C1:C:C:C:C(C(C)C):C:1OCOP(=O)([O-])[O-],1,0
737,CC(C)C1:N:C(CN(C)C(=O)N[C@H](C(=O)N[C@@H](CC2:C:C:C:C:C:2)C[C@H](O)[C@H](CC2:C:C:C:C:C:2)NC(=O)OCC2:C:N:C:S:2)C(C)C):C:S:1,1,0
738,CC(C)C[C@H](NC(=O)[C@H](CCC1:C:C:C:C:C:1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1:C:C:C:C:C:1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,0,1
739,CC(C)C[C@H](NC(=O)[C@@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)NC(=O)[C@H](CC1:C:C:C(O):C:C:1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)NC(=O)[C@H](CC1:C:N:C:[NH]:1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,1,0
740,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CC1:C:C:C(O):C:C:1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)NC(=O)[C@H](CC1:C:[NH]:C:N:1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,1,0
741,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1:C:C:C(O):C:C:1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)NC(=O)[C@H](CC1:C:N:C:[NH]:1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,0,1
742,CC(C)C[C@H](C[NH3+])CC(=O)[O-],1,0
743,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4C5:C:C:C:C6:[NH]:C(Br):C(:C:5:6)C[C@H]4[NH+](C)C3)(C(C)C)C(=O)N12,1,0
744,CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(CC1:C:C:C(O):C:C:1)NC(=O)C(CO)NC(=O)C(CC1:C:[NH]:C2:C:C:C:C:C:1:2)NC(=O)C(CC1:C:N:C:[NH]:1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)N1CCCC1C(=O)NNC(N)=O,1,0
745,CC(C)CC(NC(=O)C(CC1:C:C:C2:C:C:C:C:C:2:C:1)NC(=O)C(CC1:C:C:C(O):C:C:1)NC(=O)C(CO)NC(=O)C(CC1:C:[NH]:C2:C:C:C:C:C:1:2)NC(=O)C(CC1:C:[NH]:C:N:1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)N1CCCC1C(=O)NCC(N)=O,1,0
746,CC(C)CC([NH+](C)C)C1(C2:C:C:C(Cl):C:C:2)CCC1,1,0
747,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,1,0
748,COC1:C:C2:C(:C:C:1OC)C1CC(=O)C(CC(C)C)C[NH+]1CC2,1,0
749,CC(C)CC1:C:C:C(C(C)C(=O)[O-]):C:C:1,1,0
750,CC(C)CN(C[C@@H](O)[C@H](CC1:C:C:C:C:C:1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1:C:C:C(N):C:C:1,1,0
751,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](CC1:C:C:C:C:C:1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1:C:C:C(N):C:C:1,1,0
752,CC(C)CN(C[C@@H](O)[C@H](CC1:C:C:C:C:C:1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)C1:C:C:C(N):C:C:1,1,0
753,CC(C)CN1:C:N:C2:C(N):N:C3:C:C:C:C:C:3:C:2:1,1,0
754,CC(C)CNCC1:C:C:C(C2:C:C:C:C:C:2S(=O)(=O)N2CCCC2):C:C:1,0,1
755,CSCC[C@H](NC(=O)[C@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)NC(=O)CCNC(=O)OCC(C)C)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CC1:C:C:C:C:C:1)C(N)=O,1,0
756,CC(C)COCC(CN(CC1:C:C:C:C:C:1)C1:C:C:C:C:C:1)[NH+]1CCCC1,1,0
757,CC(C)N1:C(/C=C/[C@H](O)C[C@H](O)CC(=O)[O-]):C(C2:C:C:C(F):C:C:2):C2:C:C:C:C:C:2:1,1,0
758,CNNCC1:C:C:C(C(=O)NC(C)C):C:C:1,1,0
759,CC(C)NC1:C:C:C:N:C:1N1CCN(C(=O)C2:C:C3:C:C(NS(C)(=O)=O):C:C:C:3:[NH]:2)CC1,1,0
760,CC(C)NCC(O)COC1:C:C:C:C2:C:C:C:C:C:1:2,0,1
761,CC(C)O,1,0
762,CC(C)OC(=O)C(C)(C)OC1:C:C:C(C(=O)C2:C:C:C(Cl):C:C:2):C:C:1,1,0
763,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COC1:C:C:C:C(C(F)(F)F):C:1,1,0
764,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1:C:C:C:C:C:1,1,0
765,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)C3:C:S:C(N):N:3)[C@H]2SC1,1,0
766,CC(C)OP(=O)(F)OC(C)C,1,0
767,CC([NH3+])C12CC3CC(CC(C3)C1)C2,1,0
768,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C([NH3+])CC2:C:C:C:C:C:2)C(=O)NC(CC2:C:C:C:C:C:2)C(=O)NC(CC2:C:[NH]:C3:C:C:C:C:C:2:3)C(=O)NC(CCCC[NH3+])C(=O)NC(C(C)O)C(=O)N1,1,0
769,CC(C1:C:C2:C:C:C:C:C:2:S:1)N(O)C(N)=O,1,0
770,CC(C(=O)[O-])C1:C:C:C(C2:C:C:C:C:C:2):C(F):C:1,1,0
771,C[NH2+]C(C)C1CCC([NH3+])C(OC2C([NH3+])CC([NH3+])C(OC3OCC(C)(O)C([NH2+]C)C3O)C2O)O1,1,0
772,CC(C(=O)[O-])C1:C:C:C(C(=O)C2:C:C:C:S:2):C:C:1,1,0
773,CC(C(=O)[O-])C1:C:C:C:C(C(=O)C2:C:C:C:C:C:2):C:1,1,0
774,CC(C(=O)[O-])C1:C:C:C:C(OC2:C:C:C:C:C:2):C:1,1,0
775,C[NH+](C)CCOC(C)(C1:C:C:C:C:C:1)C1:C:C:C:C:N:1,1,0
776,CC(=O)OC(C)C[N+](C)(C)C,1,0
777,CC(C[N+](C)(C)C)OC(N)=O,1,0
778,CC(C[NH2+]C1CCCCC1)OC(=O)C1:C:C:C:C:C:1,1,0
779,CC([NH3+])CC1:C:C:C(O):C:C:1,1,0
780,COC1:C:C:C(CC(C)[NH2+]CC(O)C2:C:C:C(O):C(NC=O):C:2):C:C:1,1,0
781,CC(CC1:C:C:C2:C(:C:1)OCO2)[NH2+]CC(O)C1:C:C:C(O):C(O):C:1,1,0
782,CC(CC1:C:C:C:C:C:1)[NH+](C)CC1:C:C:C:C:C:1,1,0
783,C[NH2+]C(C)CC1:C:C:C:C:C:1,1,0
784,CC([NH3+])CC1:C:C:C:C:C:1,1,0
785,CC(CCC1:C:C:C(O):C:C:1)[NH2+]CCC1:C:C:C(O):C(O):C:1,1,0
786,CC(CCC1:C:C:C:C:C:1)[NH2+]CC(O)C1:C:C:C(O):C(C(N)=O):C:1,1,0
787,COC1:C:C(NC(C)CCC[NH3+]):C2:N:C:C:C:C:2:C:1,1,0
788,CC(=O)N(CC(C)C(=O)[O-])C1:C(I):C:C(I):C(N):C:1I,1,0
789,CC(CN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21)C[NH+](C)C,1,0
790,CC(CN1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21)[NH+](C)C,1,0
791,CC(CN1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21)C[NH+](C)C,1,0
792,CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC[NH+](CC(=O)[O-])CC1,1,0
793,CC(COC1:C:C:C:C:C:1)[NH+](CCCl)CC1:C:C:C:C:C:1,1,0
794,CC(O)(CS(=O)(=O)C1:C:C:C(F):C:C:1)C(=O)NC1:C:C:C(C#N):C(C(F)(F)F):C:1,1,0
795,CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],1,0
796,CC(=O)/N=C1\S:C(S(N)(=O)=O):N:N:1C,1,0
797,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](C3:C:C:C(N(C)C):C:C:3)C[C@@]21C,1,0
798,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,1,0
799,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1,0
800,CC(=O)[N-]S(=O)(=O)C1:C:C:C(N):C:C:1,1,0
801,CC(=O)[O-],1,0
802,COC1:C:C(C(C)=O):C:C:C:1OCCC[NH+]1CCC(C2:N:O:C3:C:C(F):C:C:C:2:3)CC1,1,0
803,CC(=O)C1:C:C:C(S(=O)(=O)[N-]C(=O)NC2CCCCC2):C:C:1,1,0
804,CC(=O)C1:C:C:C2:C(:C:1)N(CCC[NH+]1CCC(CCO)CC1)C1:C:C:C:C:C:1S2,1,0
805,CC(=O)C1:C:C:C2:C(:C:1)N(CCCN1CC[NH+](CCO)CC1)C1:C:C:C:C:C:1S2,1,0
806,CC(=O)CC(C1:C:C:C:C:C:1)C1:C([O-]):C2:C:C:C:C:C:2:O:C:1=O,1,0
807,COC1:C:C:C2:C:C(CCC(C)=O):C:C:C:2:C:1,1,0
808,CC(=O)CCCCN1:C(=O):C2:C(:N:C:N:2C):N(C):C:1=O,1,0
809,CNC(=O)C1:C(I):C(C(=O)NCC(=O)NC2:C(I):C(C(=O)[O-]):C(I):C(C(=O)NCCO):C:2I):C(I):C(N(C)C(C)=O):C:1I,1,0
810,CC(=O)N(CC(O)CN(C(C)=O)C1:C(I):C(C(=O)NCC(O)CO):C(I):C(C(=O)NCC(O)CO):C:1I)C1:C(I):C(C(=O)NCC(O)CO):C(I):C(C(=O)NCC(O)CO):C:1I,1,0
811,CC(=O)N(CC(O)CO)C1:C(I):C(C(=O)NCC(O)CO):C(I):C(C(=O)NCC(O)CO):C:1I,1,0
812,CC(=O)N(CC(O)CO)C1:C(I):C(C(=O)NCCO):C(I):C(C(=O)NCC(O)CO):C:1I,1,0
813,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCC[NH3+],1,0
814,CC(=O)N1CCN(C2:C:C:C(OC[C@H]3CO[C@](CN4:C:C:N:C:4)(C4:C:C:C(Cl):C:C:4Cl)O3):C:C:2)CC1,0,1
815,CC(=O)N1CCN(C2:C:C:C(OC[C@H]3CO[C@](CN4:C:C:N:C:4)(C4:C:C:C(Cl):C:C:4Cl)O3):C:C:2)CC1,1,0
816,CC(=O)N[C@@H](CS)C(=O)[O-],1,0
817,CC(=O)N[C@H]1[C@H](O)O[C@H](OS(=O)(=O)[O-])[C@H](O)[C@@H]1O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O,1,0
818,CC(=O)N[C@@H]1[C@@H]([NH+]=C(N)N)C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO,1,0
819,COC[C@@H](NC(C)=O)C(=O)NCC1:C:C:C:C:C:1,1,0
