,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles
5694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX5437,N[C@@H](CC1:C:[NH]:C2:C:C:C(O):C:C:1:2)C(=O)O
5695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2055,CC(=O)OC(C)(C)C
5696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5438,NC(=O)NO
5697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9192,COC(=O)OC
5698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX9195,CC1CCCNC1
5699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX9194,CCC1:C:C:C(C):C:C:1
5700,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5759,O=C(O)CNC(=O)C1:C:C:C([N+](=O)[O-]):C:C:1
5701,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5758,CCCCCC[N+](=O)[O-]
5702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX5751,O=[N+]([O-])CCO
5703,0.0,0.0,,,,0.0,,1.0,1.0,0.0,,1.0,TOX5757,CN(CCCl)CCCl
5704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1438,C=C(Cl)Cl
5705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9224,N=C(N)S(=O)O
5706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9221,O=C(O)C1:N:C(Cl):C:C:C:1Cl
5707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9220,CC1:C:C:C(N):N:C:1
5708,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9223,CC1:C:C:C(C(C)C2:C:C:C(C):C(C):C:2):C:C:1C
5709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1431,C=COC(C)=O
5710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1436,C=CC1:C:C:C:C(C):C:1
5711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1437,C=CC1CC=CCC1
5712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1403,COP(=O)(OC)OC
5713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20476,CC(C)(C)C1:C:C:C(CCOC2:N:C:N:C3:C:C:C:C:C:2:3):C:C:1
5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX14357,O=C(NC(=O)C1:C(F):C:C:C:C:1F)NC1:C:C(Cl):C(OC(F)(F)C(F)C(F)(F)F):C:C:1Cl
5715,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX14355,O=C(NC(=O)C1:C:C:C:C:C:1Cl)NC1:C:C:C(OC(F)(F)F):C:C:1
5716,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,TOX28522,O=C(O)C1:C:C:C(N2:N:C(C3:C:C:C:C:C:3O):N:C:2C2:C:C:C:C:C:2O):C:C:1
5717,0.0,0.0,0.0,,,0.0,,,0.0,1.0,,,TOX28831,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4:C:C:C(O):C5:C:4[C@@]3(CCN1CC1CC1)[C@H]2O5
5718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26327,COC1:C:C:C2:C3:C:1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314
5719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1402,CC1:C:C:C(C):C(C):C:1
5720,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24809,CCC(C)(O)CCC=C(C)C
5721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28527,O=P(O)(O)OC(CN1:C:N:C:N:1)(CN1:C:N:C:N:1)C1:C:C:C(F):C:C:1F
5722,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28836,C[C@H]1[C@@H]2CC3:C:C:C(O):C:C:3[C@@]1(C)CCN2C.C[C@H]1[C@@H]2CC3:C:C:C(O):C:C:3[C@@]1(C)CCN2C
5723,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,TOX28837,C[C@@H]1[C@H]2CC3:C:C:C(O):C:C:3[C@]1(C)CCN2C
5724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21877,CC(=O)OC(C)(C)CC1:C:C:C:C:C:1
5725,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24804,CC(=O)NCCO
5726,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28529,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
5727,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX21873,CCNC1:N:C(NC(C)C(C)C):N:C(SC):N:1
5728,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX4163,CON(C)C(=O)NC1:C:C:C(Cl):C(Cl):C:1
5729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,TOX24802,CCCCOCCOC(=O)CCCCCCCCC(=O)OCCOCCCC
5730,0.0,,,,0.0,,0.0,,1.0,,0.0,1.0,TOX25173,O=C1C2:C(O):C:C:C(O):C:2C(=O)C2:C(NCCNCCO):C:C:C(NCCNCCO):C:21
5731,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25170,COC1:N:C(C):N:C(Cl):C:1NC1=NCCN1
5732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25171,CCOC(=O)[N-]C1:C:[N+](N2CCOCC2):N:O:1
5733,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,TOX25176,COC1:C:C:C:C:C:1N1CCN(CC(O)COC2:C:C:C:C3:C:C:C:C:C:2:3)CC1
5734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25174,CC12CC3CC(C)(C1)CC(N)(C3)C2
5735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25175,CNCCC(OC1:C:C:C:C:C:1OC)C1:C:C:C:C:C:1
5736,0.0,0.0,0.0,,0.0,0.0,,,0.0,,1.0,0.0,TOX25178,C[C@@H](CC1:C:C:C(O):C(O):C:1)[C@H](C)CC1:C:C:C(O):C(O):C:1
5737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25179,CC1:N:C:C(CNC(=O)N(CCCl)N=O):C(N):N:1
5738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28786,CC1:C(N):C(=O):N(C2:C:C:C:C:C:2):N:1C
5739,,,,,,,,0.0,,0.0,,,TOX28787,O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
5740,,,,,,,,1.0,,0.0,,,TOX28784,CN1CCCN=C1/C=C/C1:C:C:C:S:1
5741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28785,CN(C)CCN(CC1:C:C:C(Cl):C:C:1)C1:C:C:C:C:N:1
5742,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX28782,C[C@H](CN1CCCC1)C(=O)C1:C:C:C(C(F)(F)F):C:C:1
5743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3393,CC1:N:C:C:N:1CC1CCC2:C(:C3:C:C:C:C:C:3:N:2C)C1=O
5744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28780,CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O
5745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28781,O=C1CC[C@H](C(=O)N2CCCCC2)N1
5746,1.0,1.0,,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,TOX28789,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
5747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX2164,C=CCC1:C:C:C:C:C:1O
5748,1.0,,1.0,0.0,,0.0,,,,0.0,,1.0,TOX2162,N#CC1:C:C(Br):C(O):C(Br):C:1
5749,0.0,,0.0,1.0,,,,,,0.0,,1.0,TOX2161,N#CC1:C:C(I):C(O):C(I):C:1
5750,0.0,0.0,1.0,,1.0,1.0,,1.0,1.0,0.0,1.0,,TOX2160,OC1:C:C:C(/N=N/C2:C:C:C:C:C:2):C:C:1
5751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7103,C=C(C)C(=O)OCCCCCCCCCCCC
5752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7104,CCCCCCCCCCCCCCCC(=O)OC(C)C
5753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7109,NCCCCCCNCCCCCCN
5754,0.0,,,,1.0,,,1.0,0.0,0.0,0.0,1.0,TOX3340,COC1:C(C):C2:C(:C(O):C:1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
5755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3342,CC(C)(C)NCC(O)COC1:C:C:C:C2:C:1C[C@H](O)[C@H](O)C2
5756,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3345,OC1:C:C:C2:C3:C:1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
5757,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3347,C=C1CC[C@@]2(O)[C@H]3CC4:C:C:C(O):C5:C:4[C@@]2(CCN3CC2CC2)[C@H]1O5
5758,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX24773,C=C(C)C(=O)OCCOC1:C:C:C:C:C:1
5759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3349,C=CCN1CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
5760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24771,CC(CC(C)C)=NO
5761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24770,COC1:C:C:C(COC(C)=O):C:C:1
5762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24777,CC(C)(O)C(=O)C1:C:C:C(OCCO):C:C:1
5763,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,TOX24776,C=CC(=O)OCCC#N
5764,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24774,O=C1CCCCCCCCCCCC(=O)OCCO1
5765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX1853,OCCN1CCNCC1
5766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1851,CC(C)(O)CCC1:C:C:C:C:C:1
5767,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1856,CCCCC1:C:C:C(N):C:C:1
5768,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,TOX1857,CCCCCCCCCC1:C:C:C(O):C:C:1
5769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1854,CN(C)CC1:C:C:C:C:C:1
5770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX13825,CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC
5771,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,,0.0,TOX12192,CC1:C:C:C:C:C:1OP(=O)(OC1:C:C:C:C:C:1C)OC1:C:C:C:C:C:1C
5772,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX15175,C1:C:O:C(CNC2:[NH]:C:N:C3:N:C:N:C:23):C:1
5773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX6151,CC1:C(C):C2:C(:C(C):C:1OC(=O)CCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
5774,0.0,,1.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,TOX17752,O=C(OC1:C:C:C:C:C:1)C1:C:C:C:C(C(=O)OC2:C:C:C:C:C:2):C:1
5775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6157,CC1:C(N=C=O):C:C:C:C:1N=C=O
5776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX359,O=C1CCCCC1
5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX358,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O
5778,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX24464,O=C1C2:C:C:C:C:C:2C(=O)C2:C(O):C:C:C(O):C:21
5779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX21208,CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
5780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21209,C=C(C)C1CCC(C)(O)CC1
5781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24463,C=C[Si](OCC)(OCC)OCC
5782,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,TOX21206,C1:C:S:C(C2:C:C:C(C3:C:C:C:S:3):S:2):C:1
5783,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX352,O=NN([O-])C1:C:C:C:C:C:1
5784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX355,O=S(=O)([O-])NC1CCCCC1
5785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX354,N#CNC(=N)N
5786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TOX357,N=C1:C:C:N2:C(:N:1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12
5787,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX17756,CC(CO)C1:C:C:C:C:C:1
5788,1.0,,1.0,,1.0,,0.0,,1.0,0.0,,0.0,TOX29079,NC1:C:C:C2:C(:C:1)CC1:C:C:C:C:C:12
5789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29078,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-]
5790,0.0,0.0,,,1.0,0.0,,,0.0,0.0,1.0,0.0,TOX29077,OCC1:C2:C:C:C:C:C:2:C:C2:C:C:C:C:C:1:2
5791,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,TOX29076,S=C1:N:C:C:C:[NH]:1
5792,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29074,CCN1:C:C:[N+](C):C:1.F[B-](F)(F)F
5793,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29071,CC(=O)C(=O)CC(C)C
5794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX29070,CCCC[N+]1:C:C:C:C:C:1C
5795,,,,,,,,0.0,,0.0,,,TOX31552,CC(C)(C)NCC(O)COC1:C:C:C:C:C:1OCC1CCCO1
5796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1199,CCCCN(CC)C(=O)SCCC
5797,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1198,CC(C)NCC(O)COC1:C:C:C:C2:C:C:C:C:C:1:2
5798,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TOX733,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
5799,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX27333,CC1:N:C:C([C@@H](CCCCCCC2:C:C:C3:C(:N:2)NCCC3)CC(=O)O):C:N:1
5800,0.0,,,1.0,0.0,0.0,,,0.0,0.0,1.0,0.0,TOX27330,CC(C)(O)C1:C:N:N2:C(C3:C:C:C(F):C(C4:C(F):C:C:C:C:4C#N):C:3):C:N:C:2:N:1
5801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27331,CCCCC1:C:C:C2:C(:N:1)[C@@H](C1:C:C:C(OC):C:C:1C[C@H](C)C(=O)[O-])[C@H](C(=O)[O-])[C@H]2C1:C:C:C2:C(:C:1)OCO2
5802,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,1.0,,TOX27337,CCOC1:C:C:C:C(N2:C:C(C(=O)N3CCN(C4:C:C(C(=O)[O-]):C5:C:C:C:C:C:5:C:4)CC3):N:C:2C2:C:C:C(C):C:C:2):C:1
5803,0.0,,,,,0.0,,,,0.0,1.0,0.0,TOX27334,FC1:C:C:C:C:C:1[C@@H](F)CO[C@H]1CC[C@H](NC2:[NH]:C:N:C3:N:N:C:C:23)CC1
5804,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27335,CO[C@@H]1COCC[C@@H]1[NH2+][C@@H]1CC[C@@](C(=O)N2CCC3:N:C:C(C(F)(F)F):C:C:3C2)(C(C)C)C1.O=C([O-])CCC(=O)O
5805,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX27338,OC12N=C(C3:C:C:C:C:C:3)SC1CC1:C:C(Cl):C:C:C:12
5806,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,TOX27339,CN(C)C(=O)NC1(C2:C:C:C:C:C:2)CCN(CC[C@@]2(C3:C:C:C(F):C(F):C:3)CN(C(=O)C3:C:C:C:C:C:3)CCO2)CC1
5807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20643,CC1:C:C:C:C(C):C:1NC1=NCCCS1
5808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX113,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)C1:C:C:C:C:C:1)C2
5809,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX20316,Cl[Ni]Cl
5810,,,,,,,,0.0,,0.0,,,TOX20647,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
5811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX112,CCNC1:N:C(Cl):N:C(NC(C)C):N:1
5812,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,TOX26421,O=S(=O)(O)C1:C:C:C(O):C:C:1
5813,,,,,,,,1.0,,0.0,,,TOX26420,CCCCNC(=N)NC(=N)N
5814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX26423,O=C(CCN1CCN2CCCC2C1)N1C2:C:C:C:C:C:2SC2:C:C:C(Cl):C:C:21
5815,0.0,0.0,,,,0.0,,,,0.0,,,TOX110,COC1:C:C:C(CCN2CCC(NC3:N:C4:C:C:C:C:C:4:N:3CC3:C:C:C(F):C:C:3)CC2):C:C:1
5816,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26425,NC(=O)NS(=O)(=O)C1:C:C:C(N):C:C:1
5817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26424,CCN(CC)CCNC(=O)COC1:C:C:C(Cl):C:C:1
5818,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,TOX26427,COC1:C:C:C(CN2CCN(C(C3:C:C:C(F):C:C:3)C3:C:C:C(F):C:C:3)CC2):C(OC):C:1OC
5819,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26426,CC(C)(C)NCC(O)COC1:C:C:C(NC(=O)NC2CCCCC2):C:C:1
5820,0.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,TOX26429,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C1:C:C:C:C:C:1/C=C/C(=O)OC(C)(C)C
5821,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26428,N#C/C(=C1\SCC(C2:C:C:C:C:C:2Cl)S1)N1:C:C:N:C:1
5822,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,TOX116,NC1:N:C:N([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O):C(=O):N:1
5823,0.0,,,,,1.0,,,1.0,,,,TOX115,CCP(CC)(CC)=[Au]S[C@H]1O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
5824,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TOX114,CN(C)C1:C:C:C(C(=N)C2:C:C:C(N(C)C):C:C:2):C:C:1
5825,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,TOX7487,CCOP(=S)(Cl)OCC
5826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7486,COP(=S)(Cl)OC
5827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7489,CO[Si](CCCOCC1CO1)(OC)OC
5828,0.0,,1.0,1.0,,0.0,,,0.0,0.0,1.0,0.0,TOX27598,C=CCC1:C:C(S(=O)(=O)C2:C:C:C(O):C(CC=C):C:2):C:C:C:1O
5829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27599,CCCCCCOC(=O)C(C)CC
5830,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,TOX1224,CC1:C:C:C(S(=O)(=O)OC2:C:C:C(N=NC3:C:C:C(C4:C:C:C(N=NC5:C(O):C:C:C6:C:C(S(=O)(=O)[O-]):C:C(S(=O)(=O)[O-]):C:5:6):C(C):C:4):C:C:3C):C:C:2):C:C:1
5831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4615,C1:C:C:[CH-]:C:1.C1:C:C:[CH-]:C:1.[Cr+2]
5832,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1221,CCOC(=O)[C@H](CCC1:C:C:C:C:C:1)N[C@@H](C)C(=O)N1CC2:C:C:C:C:C:2C[C@H]1C(=O)O
5833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX27593,CC1=CCC(C(C)C)C=C1
5834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX1223,CN1:C:C(C(=O)[C@@H]2CCC3:[NH]:C:N:C:3C2):C2:C:C:C:C:C:2:1
5835,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX1222,ON=C1C=CC(=NO)C=C1
5836,0.0,0.0,1.0,0.0,,0.0,,,0.0,,0.0,0.0,TOX28851,C[C@@H]1[C@@H]2CC3:C:C:C(O):C:C:3[C@@]1(C)CCN2CCC1:C:C:C:C:C:1
5837,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,1.0,,TOX9055,CC(C)CCCCCCC1:C:C:C(O):C:C:1
5838,0.0,0.0,1.0,,1.0,,0.0,0.0,1.0,0.0,,0.0,TOX21995,C1:C:O:C(C2:N:C3:C:C:C:C:C:3:[NH]:2):C:1
5839,0.0,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX21997,O=C1OCCN1/N=C/C1:C:C:C([N+](=O)[O-]):O:1
5840,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,TOX24161,Cl[Sb](Cl)Cl
5841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1089,CCN1:C:C(C(=O)O):C(=O):C2:C:C3:C(:C:C:2:1)OCO3
5842,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25852,CC(C)NNC(=O)C1:C:C:N:C:C:1
5843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1081,O=[N+]([O-])C1:C:C:C(NC2:C:C:C(NC3:C:C:C:C:C:3):C(S(=O)(=O)[O-]):C:2):C([N+](=O)[O-]):C:1
