,CMPD_CHEMBLID,exp,smiles
3388,CHEMBL81324,1.94,ClC1:C:C:C(C(C2:C:C:C:C:C:2)N2CCNCC2):C:C:1
3389,CHEMBL1682814,2.4,CC(=O)N1CCOC2:N:C(OCC3:C:C:C:C:C:3):C:C:C:21
3390,CHEMBL2031464,2.25,CC1:C:C:C(C(=O)NC2CCC2):C:C:1N1:C:N:C2:C:C:C(N3CCN(C)CC3):C:C:2:C:1=O
3391,CHEMBL2035021,2.8,NC1(C2:C:C:C(C3:N:C4:C:C:C:C:N:4:C:3C3:C:C:C:C:C:3):C:C:2)CCC1
3392,CHEMBL1302851,4.13,CC(C)(C)NC(=O)C(C1:C:C:N:C:C:1)N(CC1:C:C:C:O:1)C(=O)C1:C:C:C(C2:C:C:C:C:C:2):[NH]:1
3393,CHEMBL2088101,2.8,CC1:C:C(NC2:N:C(NCC3:C:C:C:C:N:3):N:C:C:2Br):N:[NH]:1
3394,CHEMBL454,1.48,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O
3395,CHEMBL2312487,1.81,CCOC(=O)C1:C:O:C2:C:C:C:C:C:2:C:1=O
3396,CHEMBL2335888,2.88,CC(=O)N(C)C1:C:C:C(NC2:N:C:C3:C:C(C4:C:C:N:C:C:4):C:C:C:3:N:2):C:C:1
3397,CHEMBL1916277,1.94,CC1:C:C:C(S(=O)(=O)NC2:C(C(=O)NC3CCCCC3C):C(C):N:N:2C2:C:C:C:C:C:2):C:C:1
3398,CHEMBL218468,1.95,CC(C)CN1:C(=O):N(C):C(=O):C2:C(C(=O)N3CC[C@@H](O)C3):C(CC3:C:C:N:C4:C:C:C(F):C:C:3:4):S:C:2:1
3399,CHEMBL1945040,0.15,COC1:C:C:C:C:C:1CNCC1:C:C:C(CCNC[C@H](O)C2:C:C:C(O):C3:[NH]:C(=O):S:C:2:3):C:C:1
3400,CHEMBL306835,2.1,C[C@@](O)(C(=O)NC1:C:C:C(S(=O)(=O)NCCCO):C:C:1Cl)C(F)(F)F
3401,CHEMBL1289110,1.33,CN1C2:C:C:C:C:C:2C(NCCCCCCC(=O)O)C2:C:C:C(Cl):C:C:2S1(=O)=O
3402,CHEMBL255130,1.42,COC1:C:C:C(/C=C2\SC(=S)NC2=O):C:C:1OC
3403,CHEMBL2163581,1.5,CS(=O)(=O)C1:C:C:C2:[NH]:C3:C(:C:2:C:1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3
3404,CHEMBL480825,2.9,COC1:C:C2:N:C:C(C(N)=O):C(NC3:C:C(F):C:C:C:3F):C:2:C:C:1OC
3405,CHEMBL1489611,3.0,CC1:C:C(C):C:C(C2:N:N:C(SCC(=O)N3CCN(C(=O)C4:C:C:C:O:4)CC3):O:2):C:1
3406,CHEMBL1809197,3.2,COC1:C:C(N2CCN(C(C)=O)CC2):C:C:C:1NC1:N:C:C(OC):C(C2:C:N:C3:C:C:C:C:N:2:3):N:1
3407,CHEMBL2031160,0.33,O=C(N[C@@H](CC1:C:C:C(OCCC2:C:C:C3:C(:N:2)NCCC3):C:C:1)C(=O)O)C1:C(Cl):C:C:C:C:1Cl
3408,CHEMBL2088096,3.1,COC1:C:C(CCC2:C:C(NC3:C:C:N:C(NCC4:C:C(C):N:O:4):N:3):N:[NH]:2):C:C(OC):C:1
3409,CHEMBL2030449,0.85,CS(=O)(=O)CC1:C:C(N2CCOCC2):N:C(C2:C:C:C(NS(C)(=O)=O):C:C:2):N:1
3410,CHEMBL261849,2.27,COC1:C:C:C(COC2:C:C:C(CC3:C:N:C(N):N:C:3N):C:C:2OC):C:C:1
3411,CHEMBL349803,-0.94,NS(=O)(=O)C1:C:C(C(=O)O):C:C(N2CCCC2):C:1OC1:C:C:C:C:C:1
3412,CHEMBL53366,1.79,CC1:N:C:C:N:1CCC(C(N)=O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
3413,CHEMBL1297,0.71,CC(C(=O)O)C1:C:C:C:C(OC2:C:C:C:C:C:2):C:1
3414,CHEMBL1917435,-0.89,CNC(=O)C1:C:C:C:C2:C:1:C(SC1:C:C:C(Cl):C:C:1):C(C):N:2CC(=O)O
3415,CHEMBL198750,4.1,O=C1:C:C(N2CCOCC2):O:C2:C(C3:C:C:C:C4:C5:C(:S:C:3:4)CCCC5):C:C:C:C:1:2
3416,CHEMBL2335879,2.01,CN1CCCC1CCNC(=O)C1:C:C:C(NC2:N:C:C3:C:C(C4:C:C:N:C:C:4):C:C:C:3:N:2):C:C:1
3417,CHEMBL1307677,1.94,CC(=O)C1:N:O:C(C):C:1C(=O)NC1:N:C:C:S:1
3418,CHEMBL1809201,3.4,COC1:C:C(N2CCN(C(C)=O)CC2):C:C:C:1NC1:N:C:C(Cl):C(C2:C:N:C3:C(N):C:C:C:N:2:3):N:1
3419,CHEMBL1181881,1.77,O=C(N[C@@H]1CN2CCC1CC2)C1:C:C:C(C2:C:C:C:C:C:2):S:1
3420,CHEMBL442995,3.8,CC1:C(C2:C:C:C(O):C:C:2):N(C):C2:C:C:C(O):C:C:1:2
3421,CHEMBL453655,3.0,CNC(=O)C1:C:C:C(NC2:N:C:C(F):C(C3:C:N:C(C):N:3C(C)C):N:2):C:C:1
3422,CHEMBL399539,3.77,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1C1:C:C:C:C2:N:O:N:C:1:2
3423,CHEMBL1779016,3.2,COC1:C:C(F):C:C:C:1C1:C:N:C:C(CNC(=O)C2CCC2):C:1
3424,CHEMBL314566,3.58,OC1:C:C(Cl):C:C(Cl):C:1
3425,CHEMBL17370,2.97,CSC1:C:C:C(C2:N:C(C3:C:C:C(F):C:C:3):C(C3:C:C:N:C:C:3):[NH]:2):C:C:1
3426,CHEMBL32,-0.18,COC1:C(N2C[C@@H]3CCCN[C@@H]3C2):C(F):C:C2:C(=O):C(C(=O)O):C:N(C3CC3):C:1:2
3427,CHEMBL1683030,2.63,CCOC1:C:C2:N:N:C(C(N)=O):C(NC3:C:C:C(F):C:C:3F):C:2:C:C:1N1CCN(C)CC1
3428,CHEMBL1423809,2.8,CC(=O)NC1:C:C:C(S(=O)(=O)NC2:C:C:C(CC3:C:C:N:C:C:3):C:C:2):C:C:1
3429,CHEMBL1257457,1.92,NC(=O)C1:C:C:C:C(OC2CCN(CC3:C:C:C:C:C:3)CC2):C:1
3430,CHEMBL1650734,2.61,CC1:C:C(NC2:N:C(N[C@@H](C)C3:N:C:C(F):C:N:3):N:C(N3CCOCC3):C:2Cl):N:[NH]:1
3431,CHEMBL481312,1.1,CC(=O)N(C)C1:C:C:C:C:C:1
3432,CHEMBL260200,1.53,CN(C)C(=O)C1:C:C:C(CN2CCC(C3:C:C:C(C(=O)NC4:C:C:C:C:C:4N):C:C:3)CC2):C:C:1
3433,CHEMBL107,0.82,COC1:C:C2:C(:C(OC):C:1OC)C1:C:C:C(OC):C(=O):C:C:1[C@@H](NC(C)=O)CC2
3434,CHEMBL244522,4.3,CC(C)(C)C1:C:C:C(C2:N:[NH]:C(NC(=O)C3:C:C:C:C:C:3Cl):C:2Br):C:C:1
3435,CHEMBL1683689,3.05,CC(C)[C@@H]1N=C(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2NC1=O
3436,CHEMBL2171022,1.09,O=C(O)COC1:C:C:C:C(C(=O)N2CCC(N3CCC(OC4:C:C:C(Cl):C(Cl):C:4)CC3)CC2):C:1
3437,CHEMBL1916535,1.04,O=C1COC2:C:C:C:C:C:2N1CCN1CCC(NCC2:C:C3:C(:C:N:2)OCCO3)CC1
3438,CHEMBL445,1.58,CNCCC=C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21
3439,CHEMBL639,2.46,CN1CCCC(N2:N:C(CC3:C:C:C(Cl):C:C:3):C3:C:C:C:C:C:3:C:2=O)CC1
3440,CHEMBL1170522,1.0,O=C(NC1:C:C:C:C:C:1)N1CCOCC1
3441,CHEMBL119247,3.2,CCN1:C2:C:C:C:C:C:2:C2:C:C(NC(=O)N3CCOCC3):C:C:C:2:1
3442,CHEMBL186791,3.2,CC1:C:C:C(NC(=O)C2:C:C:C:C(N3CCOCC3):C:2):C:C:1NC(=O)C1:C:C:C(OCC2:C:C:N:C:C:2):C:C:1
3443,CHEMBL99948,2.6,CC1:C:C:C(Cl):C(NC2:C:C:N:C(NC3:C:C:C(OCC(O)CN(C)C):C:C:3):N:2):C:1
3444,CHEMBL1735467,2.38,CC(=O)NC1:C:C:C:C(OCC2:C:N:C(Cl):S:2):C:1
3445,CHEMBL403569,3.62,O=C(CO)N1CCC[C@H]1COC1:C:C:C:C2:N:C:N:C(NC3:C:C:C(OCC4:C:C:C:C:N:4):C(Cl):C:3):C:1:2
3446,CHEMBL347164,0.2,COC1:C:C:C(C2:N:C(N3CCOCC3):N:C(O):C:2C#N):C:C:1
3447,CHEMBL216105,2.59,CN1CCC(COC2:C:C(OC3CCOCC3):C3:C(NC4:C(Cl):C:C:C5:C:4OCO5):N:C:N:C:3:C:2)CC1
3448,CHEMBL325245,3.29,COC1:C:C2:N:C:N:C(NCC3:C:C:C:C:C:3):C:2:C:C:1OC
3449,CHEMBL1221551,3.53,CC(C)CN1:C(=O):N(C):C(=O):C2:C(C(=O)N3CC=CC3):C(CC3:C:C:C:C:C:3C(F)(F)F):S:C:2:1
3450,CHEMBL7568,2.17,CCN(CC)CCCC(C)NC1:C2:C:C:C(Cl):C:C:2:N:C2:C:C:C(OC):C:C:1:2
3451,CHEMBL1705098,4.3,CC1:C:C:C(OC2:C:C:C(OCC(=O)NC3:C:C:N:C:C:3):C:C:2):C:C:1
3452,CHEMBL1682808,2.4,CN1:C:N:C2:C:C(OC(=O)C3:C:C:C:C:C:3):C:N:C:2:1
3453,CHEMBL108667,2.8,BrC1:C:C(Br):C:C(COC[C@H](C2:C:C:C:C:C:2)N2CCNCC2):C:1
3454,CHEMBL817,0.01,CC1:C:C:C(S(=O)(=O)NC(=O)NN2CCCCCC2):C:C:1
3455,CHEMBL32571,2.6,O=C1CC(C2:C:C:C(O):C:C:2)OC2:C:C(O):C:C(O):C:21
3456,CHEMBL1721725,2.33,NC1:C(C2:C:C:C:C:C:2):C(CN2CCOCC2):N:N:1C1:C:C:C(F):C:C:1
3457,CHEMBL403656,3.32,C[C@H](CO)NC1:N:C(SCC2:C:C:C:C(F):C:2F):N:C2:[NH]:C(=O):C(C#N):C:C:1:2
3458,CHEMBL16687,3.98,NC1:N:C2:C:C:C(Cl):C:C:2:C2:N:C(C3:C:C:C:O:3):N:N:1:2
3459,CHEMBL1916533,1.78,COC1:C:C:C2:N:C:C(F):C(CCN3CCC(NCC4:C:C:C5:C(:N:4)NC(=O)CO5)CC3):C:2:N:1
3460,CHEMBL968,2.38,CCN(CC)CCN1C(=O)CN=C(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:21
3461,CHEMBL2035027,3.6,NC1(C2:C:C:C(C3:N:C:C4:C:C:C:C:C:4:C:3C3:C:C:C:C:C:3):C:C:2)CCC1
3462,CHEMBL2338347,2.58,CS(=O)(=O)C1:C:C:C([C@@H](CC2CCCC2)C(=O)NC2:C:N:C([C@H](O)CO):C:N:2):C:C:1Cl
3463,CHEMBL1917434,1.61,CCN(C(C)=O)C1:C:C:C:C2:C:1:C(SC1:C:C:C(Cl):C:C:1):C(C):N:2CC(=O)O
3464,CHEMBL217904,3.14,COC1:C:C:C(COC(=O)N2CCC(CNC3:N:C:C:C:N:3)CC2):C:C:1
3465,CHEMBL1144,-0.76,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
3466,CHEMBL2208423,3.48,N#CC1:C:C:C:C(C(=O)NC[C@@H](O)CN2CCC(OC3:C:C:C(Cl):C(Cl):C:3)CC2):C:1
3467,CHEMBL227198,1.1,CN(C)C(=O)NC1:C:C:C(CN2:[NH]:C(=O):C3:[NH]:C4:C:C(Cl):C:C:C:4:C(=O):C:3:C:2=O):C:C:1
3468,CHEMBL572823,3.19,COC1:C:C(NC2:C:C(OC3:C:C:C:N:C:3C):C:C:N:2):C:C(OC):C:1OC
3469,CHEMBL300663,2.67,CCOC1:C:C:C:C:C:1C1:C:C:C2:C(:C:1)C(=O)C(=O)C1:C:C:C:C:C:12
3470,CHEMBL1718354,2.0,CC1:C:C:C:C(NC(=O)NCC(C2:C:C:C:N:C:2)N2CCOCC2):C:1
3471,CHEMBL2164684,2.99,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCC3:[NH]:C4:C:C(F):C:C:C:4:C:3C2)CC1
3472,CHEMBL475387,2.15,CNC1=NC2:N:C:C:C:C:2C(C2:C:C:N:S:2)=NC1C1:C:C:C:S:1
3473,CHEMBL1829416,2.56,CCC(C1:N:C2:C:C:S:C:2:C(=O):N:1CC1:C:C:C:C:C:1)N(CCCN)C(=O)C1:C:C:C(C):N:C:1
3474,CHEMBL2086672,3.7,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1C1:N:C:C(OCC2:C:C:C(S(C)(=O)=O):C:C:2F):C:N:1
3475,CHEMBL728,3.92,CN1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(Cl):C:C:32)CC1
3476,CHEMBL2325984,4.1,NC1(C(=O)NC(C2:C:C:C:C:C:2)C2:C:C:C(Cl):C:C:2)CCN(C2:N:C:N:C3:[NH]:C:C:C:2:3)CC1
3477,CHEMBL2048500,2.42,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)OC)C(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1)C1CCCCC1
3478,CHEMBL1645495,3.46,O=C1:C:C(C2:C:C:C:N:C:2):[NH]:C2:C:C(CC3:C:C:C:C:C:3):C:C:C:1:2
3479,CHEMBL1162395,2.2,COC1:C:C(O):C:C:C:1/C=C1\CCCN=C1C1:C:C:C:N:C:1
3480,CHEMBL1783246,3.8,CCCNC(=O)C1:N:N:C2:C(C3:C:C:C:C:C:3):C:C:C:C:2:C:1N
3481,CHEMBL81624,1.6,COC1:C:C(C(=O)NS(=O)(=O)C2:C:C:C:C:C:2):C:C:C:1CN1:N:C:C2:C:C:C(NC(=O)CC3CCCC3):C:C:2:1
3482,CHEMBL124660,2.6,COC1:C:C2:C(N3CCN(C(=O)NC4:C:C:C(OC(C)C):C:C:4)CC3):N:C:N:C:2:C:C:1OCCCN1CCCCC1
3483,CHEMBL570135,2.57,CC1:C:C(=O):[NH]:C2:S:C(C(=O)C3:C:C:C(Br):C:C:3):C(N):C:1:2
3484,CHEMBL50347,2.9,COC(=O)CCCCCCC(=O)NC1:C:C:C2:C(:C:1)C(=O)C(=O)C1:C:C:C:C:C:12
3485,CHEMBL2207663,2.37,CC1:C:C(Cl):C:C:C:1OC1CCN(C[C@H](O)CNC(=O)C2:C:[NH]:C(=O):C:C:2C(F)(F)F)CC1
3486,CHEMBL2177610,2.99,CCCSC1:C(C(=O)NC2CCCCC2):C:N:N:1C
3487,CHEMBL1778621,-0.87,CS(=O)(=O)C1:C:C:C(C2:C:C(C(F)(F)F):C:C:C:2OCC(=O)O):C:C:1
3488,CHEMBL1255781,2.0,O=C(OCCN1CCCCC1)C1:C:[NH]:C2:C:C:C:C:C:1:2
3489,CHEMBL560739,3.56,COC1:C:C(N):C(Cl):C:C:1C(=O)N[C@@H]1CCN(CCCOC2:C:C:C(F):C:C:2)C[C@@H]1OC
3490,CHEMBL362902,2.2,CC1:C:C:C(NC(=O)C2:C:C:N:C(N3CCOCC3):C:2):C:C:1NC1:C:C:N:C(OCC(C)(C)CN(C)C):N:1
3491,CHEMBL1289779,2.52,CCC1:C:C2:C(:S:1)N1:C(C):N:N:C:1CN=C2C1:C:C:C:C:C:1Cl
3492,CHEMBL1778618,-1.08,N#CC1:C:C:C(OCC(=O)O):C(C2:C:C:C:C:C:2):C:1
3493,CHEMBL2030436,2.06,CS(=O)(=O)CC1:C:C(N2CCOCC2):N:C(C2:C:C:C3:[NH]:C:C:C:3:C:2):N:1
3494,CHEMBL1089168,3.8,O=C(NCCNC(=O)C1:C:N(C2:C:C:C:C:C:2):N:C:1C(F)(F)F)C1:C:C:C(Cl):C:N:1
3495,CHEMBL337962,3.97,CNC(=O)C1:C:C:C:C(NC(=O)NC2:C:C:C:C(C#N):C:2):C:1CN1CCC(CC2:C:C:C(F):C:C:2)CC1
3496,CHEMBL2325985,4.1,NC1(C(=O)NC(CC2:C:C:C:C:C:2)C2:C:C:C(Cl):C:C:2)CCN(C2:N:C:N:C3:[NH]:C:C:C:2:3)CC1
3497,CHEMBL1438047,1.67,CC1:O:C(C2:C:C:C(Cl):C:C:2):C:C:1C(=O)O
3498,CHEMBL71936,3.22,CSC1:N:C2:C:C(Cl):C:C:C:2:[NH]:1
3499,CHEMBL2349329,3.9,CC(C)C[C@H](CO)NC1:N:C(SCC2:C:C:C:C(C#N):C:2):N:C2:N:C(N):S:C:1:2
3500,CHEMBL2364624,3.8,O=C(O)C[C@H]1CC[C@H](C2:C:C:C(C3:C:C:C(NC4:C:C:C(C(F)(F)F):N:C:4):C:N:3):C:C:2)CC1
3501,CHEMBL22,0.63,COC1:C:C(CC2:C:N:C(N):N:C:2N):C:C(OC):C:1OC
3502,CHEMBL1223817,-0.07,CN(C)C(=O)N[C@H]1CC[C@H](CN2[C@H]3CC[C@@H]2C[C@H](OC2:C:C:C:C(C(N)=O):C:2)C3)CC1
3503,CHEMBL1944691,1.06,O=C1:[NH]:C2:C(O):C:C:C([C@@H](O)CNCCC3:C:C:C:C(CNCCC4:C:C:C:C:C:4F):C:3):C:2:S:1
3504,CHEMBL1896341,2.9,CC1:C:C:C(CNC(=O)C2CCCN2S(=O)(=O)C2:C:C:C(F):C:C:2):C:C:1
3505,CHEMBL2325990,1.0,CC(NC(=O)C1(N)CCN(C2:N:C:N:C3:[NH]:C:C:C:2:3)CC1)C1:C:C:C(S(C)(=O)=O):C:C:1
3506,CHEMBL1000,1.27,O=C(O)COCCN1CCN(C(C2:C:C:C:C:C:2)C2:C:C:C(Cl):C:C:2)CC1
3507,CHEMBL2086686,2.3,C[C@@H]1CN(C(=O)OC(C)(C)C#N)CCN1C1:N:C:C(OCC2:C:C:N:C:C:2C#N):C:N:1
3508,CHEMBL2010833,3.0,CN(C(=O)CC1:C:C:C(S(C)(=O)=O):C(F):C:1)C1CCN(CC2:C:C:C(C(F)(F)F):C:C:2)CC1
3509,CHEMBL2163590,3.1,CCOC1:C:C:C:C2:C3:C(:[NH]:C:1:2)CCN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)C3
3510,CHEMBL1698932,-0.21,OC1:C:C(C2:C:C:C:C:C:2):N:C2:N:C:N:N:1:2
3511,CHEMBL1881806,0.74,NC(=O)C1:N:N:N(C2:C:C:C:C:C:2):C:1N
3512,CHEMBL1467518,1.72,OC(C1:C:C:C:C:C:1)C1:C:C:C:N:C:1
3513,CHEMBL2031241,2.56,CC1:C:C:C(C(=O)NC2:N:C:C:S:2):C:C:1N1:C:N:C2:C:C:C(N3CCN(C)CC3):C:C:2:C:1=O
3514,CHEMBL467803,4.48,CC1:O:C(S(C)(=O)=O):C:C:1C1:C2:C(=O):N(C):C(=O):N(CC3CC3):C:2:N:N:1CC1:C:N(C):C2:C:C:C(Cl):C:C:1:2
3515,CHEMBL643,2.67,CC(CN1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21)N(C)C
3516,CHEMBL1083637,3.29,CCC1:N:C2:C(N):N:C3:C:C:C:C:C:3:C:2:N:1CC1:C:C:C:C:C:1
3517,CHEMBL1789328,0.91,N#CC1:C:C(Cl):C:C:C:1O[C@H](CCN)C1:C:C:C:C:C:1
3518,CHEMBL2140607,0.6,CCN1:C(C2:N:O:N:C:2N):N:C2:C(C#CC(C)(C)O):N:C:C(OCC3CCCNC3):C:2:1
3519,CHEMBL574413,3.27,CC1:C:C(OC2:C:C:N:C(NC3:C:C:C:C(N4CCOCC4):C:3):C:2):C(C2:C:C:C:C:N:2):N:C:1C
3520,CHEMBL2158785,2.19,CC1:C(OC2CCN(CC3CCN([C@@H](CC4:C:C:C(F):C:C:4)C(=O)O)CC3)CC2):C:C:C(C#N):C:1Cl
3521,CHEMBL625,2.35,C1:C:C:C2:[NH]:C(C3:C:S:C:N:3):N:C:2:C:1
3522,CHEMBL1952100,2.6,CCN(C(=O)CC1:C:C:C(S(C)(=O)=O):C:C:1)C1CCN(CC[C@@H](C2:C:C(Cl):C:C(Cl):C:2)C2CCN(S(C)(=O)=O)CC2)CC1
3523,CHEMBL257659,3.55,CC1:C:N:C2:C(N[C@H](C)CO):N:C(SCC3:C:C:C:C(F):C:3F):N:C:2:N:1
3524,CHEMBL1764,2.99,COC1:C:C:C2:C(:C:1)N(C[C@H](C)CN(C)C)C1:C:C:C:C:C:1S2
3525,CHEMBL127066,2.46,OC1:N:C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2
3526,CHEMBL469008,3.2,CC1:O:C(S(C)(=O)=O):C:C:1C1:C2:C(=O):N(C):C(=O):N(CC3CC3):C:2:N:N:1CC1:C:C:N:C2:C:C:C(Cl):C:C:1:2
3527,CHEMBL57759,3.26,COC1:C:C2:N:C:N:C(NC3:C:C:C(F):C(Cl):C:3):C:2:C:C:1OCCN(C)C
3528,CHEMBL1184584,0.7,N=C(N)NC1:C:C:C(C(=O)OC2:C:C:C(Cl):C:C:2):C:C:1
3529,CHEMBL327693,2.62,C[C@@](O)(C(=O)NC1:C:C:C(C(=O)N2CCCCC2):C:C:1Cl)C(F)(F)F
3530,CHEMBL397162,1.59,CC1(C2:C:C:C(Cl):C(Cl):C:2)CC(=O)NC(N)=N1
3531,CHEMBL178835,1.91,CC(C)[C@H](NC(=O)C[C@H](NC(=O)/C=C/C1:C:C:C:C:C:1)C1:C:C:C:C:C:1)C(=O)[C@@H]1C(=O)NC(=O)[C@H]1C
3532,CHEMBL362962,0.9,O=C1O[C@]2(CN3CCC2CC3)CN1C1:C:C:C:S:1
3533,CHEMBL214848,1.94,CCN(CCO)CCCOC1:C:C2:N:C:N:C(NC3:C:C(CC(=O)NC4:C:C:C:C(F):C:4F):[NH]:N:3):C:2:C:C:1OC
3534,CHEMBL231835,3.3,O=C(N[C@H]1CC2:C:C:C:C:C:2N(C[C@@H](O)CO)C1=O)C1:C:C2:C:C(Cl):S:C:2:[NH]:1
3535,CHEMBL1184160,2.8,CC(O)C(C)OC(=O)[C@@H]1CC2C3:C:C:C:C4:C:3:C(:C:N:4C(C)C)CC2N(C)C1
3536,CHEMBL1809060,3.0,COC1:C:C(N2CC3COCC(C2)N3):C:C:C:1NC1:N:C:C(Cl):C(C2:C:N:C3:C:C:C:C:N:2:3):N:1
3537,CHEMBL114500,1.73,COC1:C:C:N:C(NC2CCN(C(=O)C3:C:C:C(C#N):C:C:3)CC2):C:1
3538,CHEMBL2158790,2.98,CC1:C(OC2CCN(CC3CCN([C@@](C)(CC4:C:C:C(F):C:C:4)C(=O)O)CC3)CC2):C:C:C(Cl):C:1Cl
3539,CHEMBL2036731,3.1,O=C(NC1:C:C:C(N2CCOCC2):N:C:1)C1:N:N:C(NC2:C:C:C:C(OCC3:C:C:C:C:N:3):C:2):O:1
3540,CHEMBL163711,3.07,CC(O)(C(=O)NC1:C:C:C(S(=O)(=O)NC2:C:C:C:C:C:2):C:C:1)C(F)(F)F
3541,CHEMBL245180,3.7,CNC1:N:C2:N:C(SCC3:C:C:C:C(F):C:3F):N:C(N[C@H](C)CO):C:2:S:1
3542,CHEMBL85752,4.36,CC(C)CN1:C(=O):N(C):C(=O):C2:C(SCCCO):N(CC3:C:C:C:C4:C:C:C:C:C:3:4):C:C:2:1
3543,CHEMBL325713,0.96,CC(C)C(NC(=O)CN1:C(C2:C:C:C:C:C:2):C:C:C(NC(=O)CN2C(=O)CCC2=O):C:1=O)C(=O)C(F)(F)F
3544,CHEMBL1940308,1.0,CN1CCC(NC(=O)C2:C:C:C(OC3:C:C:C(C#C[C@]4(O)CN5CCC4CC5):C:C:3):C:C:2)CC1
3545,CHEMBL521407,3.23,CN1CCN(C2:C:C:C3:N:C:C(C(N)=O):C(NC4:C:C:C(Cl):C:C:4Cl):C:3:C:2)CC1
3546,CHEMBL1945289,0.86,COC1:C:C:C(CNCC2:C:C:C:C(CCNC[C@H](O)C3:C:C:C(O):C4:[NH]:C(=O):S:C:3:4):C:2):C:C:1
3547,CHEMBL1950850,2.39,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCC2:C:C:C(F):C:C:2)C1)C1CCCCC1
3548,CHEMBL26456,1.1,COC1:C:C2:C(NC3:C:C:C(Cl):C:C:3F):N:C:N:C:2:C:C:1OCC1CCNCC1
3549,CHEMBL2326470,-0.12,NC1:N:C2:C:C3:C(:C:C:2:S:1)CCN(CC1:C:N:C:[NH]:1)CC3
3550,CHEMBL199118,3.61,CCN(C(=O)CC1:C:C:C(S(C)(=O)=O):C:C:1)C1CCN(CCC(C2:C:C:C:C:C:2)C2:C:C:C(NC(=O)CC3:C:C:C:C:C:3):C:C:2)CC1
3551,CHEMBL2316381,4.2,O=C(NCC1CCOCC1)C1:N:C(OS(=O)(=O)CCC(F)(F)F):C:C:C:1NC(=O)C1:C:C:C(CN2:C:C:N:N:2):C2:C:C:C:C:C:1:2
3552,CHEMBL1428115,2.1,CC(CC(=O)NCC1:C:C:C:C:C:1)C1CCCO1
3553,CHEMBL1950723,1.9,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(CCCC2:C:C:C:C:C:2)C1)C1CCCCC1
3554,CHEMBL225364,2.93,CNC1:C:C(C(=O)NC2:C:C:C(N3CCOCC3):C:C:2):N:C2:C(N3CCN(C)CC3):C:C(OC):C:C:1:2
3555,CHEMBL2062579,2.49,CS(=O)(=O)CC1:C:C:C2:C:C:N(C3:C:C(NC4CC4):N4:N:C:C(C#N):C:4:N:3):C:2:C:1
3556,CHEMBL294286,3.2,CCN1:C2:C:C:C:C:C:2:C2:C:C(NC(=O)CN(C)C):C:C:C:2:1
3557,CHEMBL245908,0.93,O=C(O)COC1:C:C:C(Cl):C:C:1C1CCCCC1
3558,CHEMBL64941,3.8,OC1:C:C:C2:[NH]:C(CN3CCC(CC4:C:C:C(F):C:C:4)CC3):N:C:2:C:1
3559,CHEMBL380648,0.1,O=C(C1:C:C(CC2:N:[NH]:C(=O):C3:C:C:C:C:C:2:3):C:C:C:1F)N1CCCNCC1
3560,CHEMBL2087858,3.33,CN1:C:C(C#N):C:C:1C1:C2:C(=O):N(CC#N):C(=O):N(CC3CC3):C:2:N:N:1CC1:C:C:N:C2:C:C:C(Cl):C:C:1:2
3561,CHEMBL1587607,2.58,O=C(NC1:C:C:C:C:C:1Cl)C1:C:C:[NH]:N:1
3562,CHEMBL179858,3.5,CN(C(=O)CC1:C:C:C(S(=O)(=O)N(C)C):C:C:1)C1CCN(CCC(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)CC1
3563,CHEMBL2335903,3.17,C[C@@H](NC1=CC(=O)CCC1)C1:C:C:C(NC2:N:C:C3:C:C(C4:C:C:N:C:C:4):C:C:C:3:N:2):C:C:1
3564,CHEMBL2042442,2.21,O=C1:C:C(C2:C:C:C:O:2):[NH]:C2:C:C:C:C:C:1:2
3565,CHEMBL2326476,2.66,NC1:N:C2:C:C3:C(:C:C:2:S:1)CCN(CC1:C:C:C:C:C:1)CC3
3566,CHEMBL1784346,2.1,CC1:N:O:C(C):C:1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCC(F)(F)CC2)CC1
