,smiles,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications"
1127,CCC1(O)C(=O)OCC2:C1:C:C1:N(:C:2=O)CC2:C:C3:C(CN(C)C):C(O):C:C:C:3:N:C:21,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0
1128,CN(C)CCOC1:C:C:C(C(=C(CCCl)C2:C:C:C:C:C:2)C2:C:C:C:C:C:2):C:C:1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0
1129,COC1:C:C:C:C(C2(O)CCCCC2CN(C)C):C:1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1130,C1:C:C2:C(:C(NC3=NCCN3):C:1)CCCC2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0
1131,CCOC(=O)C(CCC1:C:C:C:C:C:1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
1132,NCC1CCC(C(=O)O)CC1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1
1133,NC1CC1C1:C:C:C:C:C:1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0
1134,CN(C)[C@@H]1C(=O)C(C(=O)NCNCCCC[C@H](N)C(=O)O)=C(O)[C@@]2(O)C(=O)C3=C(O)C4:C(O):C:C:C:C:4[C@@](C)(O)C3C[C@@H]12,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
1135,O=C1:N(CCCN2CCN(C3:C:C:C:C(Cl):C:3)CC2):N:C2:C:C:C:C:N:1:2,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
1136,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1137,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1138,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
1139,CC1:C:C(C#N):C:C(C):C:1OC1:N:C(NC2:C:C:C(C#N):C:C:2):N:C(N):C:1Br,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1140,CC1:N:N:C2:N:1C1:C:C:C(Cl):C:C:1C(C1:C:C:C:C:C:1Cl)=NC2,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
1141,C1N2CN3CN1CN(C2)C3.O=C(O)CNC(=O)C1:C:C:C:C:C:1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1142,OC1:C:C(Cl):C:C:C:1OC1:C:C:C(Cl):C:C:1Cl,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,NCCNCCNCCN,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1144,CN1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(C(F)(F)F):C:C:32)CC1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1
1145,OC(CCN1CCCCC1)(C1:C:C:C:C:C:1)C1CCCCC1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
1146,CN1C(=O)OC(C)(C)C1=O,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1
1147,COC1:C:C(C(=O)NCC2:C:C:C(OCCN(C)C):C:C:2):C:C(OC):C:1OC,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
1148,COC1:C:C(CC2:C:N:C(N):N:C:2N):C:C(OC):C:1OC,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1
1149,C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)SCF,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
1150,COC1:C:C(NCC2:C:C:C3:N:C(N):[NH+]:C(N):C:3:C:2C):C:C(OC):C:1OC,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1151,CC(CN(C)C)CN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1
1152,CC1:C(C):C2:C(:C(C):C:1O)CCC(C)(COC1:C:C:C(CC3SC(=O)NC3=O):C:C:1)O2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1153,CCN(CC1:C:C:N:C:C:1)C(=O)C(CO)C1:C:C:C:C:C:1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0
1154,CN1C2CCC1CC(OC(=O)C1:C:[NH]:C3:C:C:C:C:C:1:3)C2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
1155,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0
1156,COCCCOC1:C:C:N:C(CS(=O)C2:N:C3:C:C:C:C:C:3:[NH]:2):C:1C,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1157,O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCC1:C:C:C:C:C:1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1158,NC1[C@@H]2CN(C3:N:C4:C(:C:C:3F):C(=O):C(C(=O)O):C:N:4C3:C:C:C(F):C:C:3F)C[C@H]12,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1159,CCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
1160,CC(=O)NCCCS(=O)(=O)O,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1161,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[N-]=O.[Na+].[Na+].[Na+].[Na+],0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0
1162,CC(C)NC1:C:C:C:N:C:1N1CCN(C(=O)C2:C:C3:C:C(NS(C)(=O)=O):C:C:C:3:[NH]:2)CC1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1163,CN1CCC(=C2C3:C:C:C:C:C:3CCN3:C(C=O):C:N:C:32)CC1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1164,CCCCC[C@@H](O)CC[C@@H]1[C@@H](O)C[C@H]2CC3:C(:C:C:C:C:3OCC(=O)O)C[C@@H]12,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
1165,CCCCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)O,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1
1166,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1167,CC(C)C(N)C(=O)OCCOCN1:C:N:C2:C(=O):N:C(N):[NH]:C:2:1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
1168,CCCCC(=O)N(CC1:C:C:C(C2:C:C:C:C:C:2C2:N:N:[NH]:N:2):C:C:1)C(C(=O)O)C(C)C,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1169,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)C4:C:C(O):C:C(O):C:4C4:C:C3:C:C:C:4O)C(O)C3:C:C:C(:C(Cl):C:3)OC3:C:C2:C:C(:C:3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)OC2:C:C:C(:C:C:2Cl)C1O,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
1170,CCOC(=O)O[C@]1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1171,O=C(O)CN1C(=O)[C@@H](N[C@H](CCC2:C:C:C:C:C:2)C(=O)O)CCC2:C:C:C:C:C:21,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
1172,CC1:C:C:C(C(=O)NC2:C:C:C(CN3CCN(C)CC3):C(C(F)(F)F):C:2):C:C:1C#CC1:C:N:C2:C:C:C:N:N:1:2,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0
1173,C=CC(N)CCC(=O)O,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
1174,CC(NC(CCC1:C:C:C:C:C:1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCCC21,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
1175,CCC1=CC2CN(C1)CC1:C(:[NH]:C3:C:C:C:C:C:1:3)C(C(=O)OC)(C1:C:C3:C(:C:C:1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
1176,CNCC[C@@H](OC1:C:C:C:C:C:1C)C1:C:C:C:C:C:1.Cl,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
1177,OC[C@H]1O[C@@H](C2:C:C:C(Cl):C(CC3:C:C:C(O[C@H]4CCOC4):C:C:3):C:2)[C@H](O)[C@@H](O)[C@@H]1O,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1
1178,CCCNS(=O)(=O)NC1:N:C:N:C(OCCOC2:N:C:C(Br):C:N:2):C:1C1:C:C:C(Br):C:C:1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
1179,COC1:C:C(C(=O)NS(=O)(=O)C2:C:C:C:C:C:2C):C:C:C:1CC1:C:N(C):C2:C:C:C(NC(=O)OC3CCCC3):C:C:1:2,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
1180,NC1:C:C:N(C2CCC(CO)O2):C(=O):N:1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
1181,CCN(C(C)=O)C1:C:C:C:C(C2:C:C:N:C3:C(C#N):C:N:N:2:3):C:1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1182,CC(=O)NC1C(N=C(N)N)C=C(C(=O)O)OC1C(O)C(O)CO,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1
1183,CC1:C:N(C2CC(N=[N+]=[N-])C(CO)O2):C(=O):[NH]:C:1=O,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1184,Cl[Zn]Cl,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1185,CN(C)CCC1:C:[NH]:C2:C:C:C(CC3COC(=O)N3):C:C:1:2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1186,CC1:C:C:C(C2:N:C3:C:C:C(C):C:N:3:C:2CC(=O)N(C)C):C:C:1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1187,NS(=O)(=O)CC1:N:O:C2:C:C:C:C:C:1:2,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1188,CN1CCN(C(=O)OC2C3:N:C:C:N:C:3C(=O)N2C2:C:C:C(Cl):C:N:2)CC1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1189,CCCN1CCCCC1C(=O)NC1:C(C):C:C:C:C:1C,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1190,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1
1191,OC(CNCC(O)C1CCC2:C:C(F):C:C:C:2O1)C1CCC2:C:C(F):C:C:C:2O1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1
1192,CCC(C)C1NC(=O)C(CC2:C:C:C(O):C:C:2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1
1193,CC1:C:C:C(N(CC2=NCCN2)C2:C:C:C:C(O):C:2):C:C:1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1
1194,COC1:C:C2:C(:C:C:1OC)[C@@H](CC1:C:C(OC):C(OC):C(OC):C:1)[N+](C)(CCCOC(=O)CCC=CCCC(=O)OCCC[N+]1(C)CCC3:C:C(OC):C(OC):C:C:3[C@H]1CC1:C:C(OC):C(OC):C(OC):C:1)CC2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1
1195,CN(CCOC1:C:C:C(NS(C)(=O)=O):C:C:1)CCC1:C:C:C(NS(C)(=O)=O):C:C:1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1
1196,COC1:C:C(NCC2:C:C:C3:N:C(N):N:C(N):C:3:C:2C):C:C(OC):C:1OC.O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
1197,C=C1CCN(C(C)C(O)(CN2:C:N:C:N:2)C2:C:C:C(F):C:C:2F)CC1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1198,[N]=O,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1
1199,CC(=O)O.CC(C)C1NC(=O)C(CCCCN)NC(=O)C(CC2:C:[NH]:C3:C:C:C:C:C:2:3)NC(=O)C(CC2:C:C:C(O):C:C:2)NC(=O)C(NC(=O)C(N)CC2:C:C:C3:C:C:C:C:C:3:C:2)CSSCC(C(=O)NC(C(N)=O)C(C)O)NC1=O,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
1200,COC1:C:C(C(C)=O):C:C:C:1OCCCN1CCC(C2:N:O:C3:C:C(F):C:C:C:2:3)CC1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1201,CC(=O)O.NC(N)=NCCCC(NC(=O)[C@H](N)CCCN=C(N)N)C(=O)N1CCCC1C(=O)N1C[C@H](O)CC1C(=O)NCC(=O)N[C@@H](CC1:C:C:C:S:1)C(=O)N[C@@H](CO)C(=O)N1CC2:C:C:C:C:C:2CC1C(=O)N1C(C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C[C@@H]2CCCC[C@@H]21,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1202,CC(C)C1:N:C(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC2:C:C:C:C:C:2)NC(=O)OCC2:C:N:C:S:2)CC2:C:C:C:C:C:2):C:S:1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
1203,OB1OCC2:C:C(F):C:C:C:21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1204,CC1:C(C):C2:C(:C(C):C:1OC(=O)CCC(=O)OCCO)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1205,COC1:C:C:C2:C3:C:1O[C@H]1C(=O)CC[C@H]4[C@H](C2)N(C)CC[C@]314,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1
1206,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1207,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
1208,CC(OC1:C:C(C2:C:N:N(C3CCNCC3):C:2):C:N:C:1N)C1:C(Cl):C:C:C(F):C:1Cl,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0
1209,CCCCC[C@H](O)C=C[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC=CCCCC(=O)O.NC(CO)(CO)CO,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1
1210,CC1:N:C2:C(:[NH]:1)CCN(C(=O)C1:C:C:C(NC(=O)C3:C:C:C:C:C:3C3:C:C:C:C:C:3):C:C:1)C1:C:C:C:C:C:12,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
1211,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
1212,O=C([O-])CC([S-])C(=O)[O-].[Au+].[Na+].[Na+],1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1
1213,N=C(N)N=C(N)N,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1214,O=[99Tc](=O)(=O)[O-].[Na+],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,CC[C@]1(O)C[C@H]2CN(CCC3:C(:[NH]:C4:C:C:C:C:C:3:4)[C@@](C(=O)OC)(C3:C:C4:C(:C:C:3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1216,CC(C)C[C@H](NC(=O)[C@H](CCC1:C:C:C:C:C:1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1:C:C:C:C:C:1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1
1217,CC(C)(C)NC[C@H](O)COC1:N:S:N:C:1N1CCOCC1.CCN[C@H]1CN(CCCOC)S(=O)(=O)C2:S:C(S(N)(=O)=O):C:C:21,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0
1218,CC(C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](N2:C:C:C(=O):[NH]:C:2=O)C(C)(F)[C@@H]1O)OC1:C:C:C:C:C:1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0
1219,CN(C)C/C=C/C(=O)NC1:C:C2:C(NC3:C:C:C(F):C(Cl):C:3):N:C:N:C:2:C:C:1O[C@@H]1CCOC1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1
1220,CS(=O)(=O)O.CS(=O)(=O)O.C[C@@H](CC1:C:C:C:C:C:1)NC(=O)[C@@H](N)CCCCN,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1
1221,COC1:C:C2:C(:C:C:1OC)C1CC(=O)C(CC(C)C)CN1CC2,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
1222,COC1:C:C:C(C(CN(C)C)C2(O)CCCCC2):C:C:1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1223,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1:C:N:C:[NH]:1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1:C:N:C:[NH]:1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CC1:C:C:C:C:C:1)C(C)C)C(C)C)C(=O)N[C@@H](CC1:C:C:C(O):C:C:1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CS)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC1:C:C:C:C:C:1)C(=O)N[C@@H](CC1:C:C:C:C:C:1)C(=O)N[C@@H](CC1:C:C:C(O):C:C:1)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)C(C)C.CC[C@H](C)[C@H](NC(=O)CN)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1:C:C:C(O):C:C:1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1:C:C:C(O):C:C:1)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(=O)O)[C@@H](C)CC)[C@@H](C)O)C(C)C,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1
1224,CNC(=O)C1:C:N:N(C2:N:C(N):C3:N:C:N([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O):C:3:N:2):C:1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1
1225,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1
1226,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0
1227,O=C(CCCCC(=O)NC1:C(I):C:C(I):C(C(=O)O):C:1I)NC1:C(I):C:C(I):C(C(=O)O):C:1I,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0
1228,NCCS,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1
1229,CCC1:C(C):C2:C:C3:N:C(:C:C4:N:C(:C:C5:[NH]:C(:C:C:1:[NH]:2):C(C):C:5C(C)O):C(C):C:4CCC(=O)O):C(CCC(=O)O):C:3C.[Na+],0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
